locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Warszawa Bielany,ul. Tadeusza Gajcego,2pok.,46m²,569 000,12 289,owner,3 dni temu,15,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-tadeusza-gajcego-2-pokojowe-f8n4b4,https://s2.adresowa.pl/oi/21/12/3a750c_a7a5_cover-2-pokojowe-mieszkanie-warszawa-bielany-ul-tadeusza-gajcego.jpg
Warszawa Chrzanów,ul. Szeligowska,3pok.,65m²,zapytajocenę,,owner,,8,https://adresowo.pl/o/mieszkanie-warszawa-chrzanow-ul-szeligowska-3-pokojowe-i9z0j6,https://s2.adresowa.pl/development/671220/nowe-mieszkania-bemowo-vita-2de2_cover.jpg
Warszawa Śródmieście,ul. Adolfa Suligowskiego,3pok.,67m²,1 399 000,20 784,owner,3 dni temu,29,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-adolfa-suligowskiego-3-pokojowe-u1m2c2,https://s2.adresowa.pl/oi/77/1a/3a7344_d3d7_cover-3-pokojowe-mieszkanie-warszawa-srodmiescie-ul-adolfa-suligowskiego.jpg
Warszawa Włochy,ul. Komitetu Obrony Robotników,3pok.,46m²,599 000,13 165,owner,3 dni temu,12,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-komitetu-obrony-robotnikow-3-pokojowe-h3s4n1,https://s2.adresowa.pl/oi/4f/2b/3a7342_d09c_cover-3-pokojowe-mieszkanie-warszawa-wlochy-ul-komitetu-obrony-robotnikow.jpg
Warszawa Muranów,ul. Mordechaja Anielewicza,1pok.,27m²,590 000,21 852,owner,3 dni temu,11,https://adresowo.pl/o/mieszkanie-warszawa-muranow-ul-mordechaja-anielewicza-1-pokoj-p1f9y5,https://s2.adresowa.pl/oi/6b/6b/3a7506_3d12_cover-1-pokojowe-mieszkanie-warszawa-muranow-ul-mordechaja-anielewicza.jpg
Warszawa Wola,ul. Mordechaja Anielewicza,1pok.,27m²,680 000,25 185,owner,3 dni temu,10,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-mordechaja-anielewicza-1-pokoj-o8c0g7,https://s2.adresowa.pl/oi/2f/53/3a74ea_ddde_cover-1-pokojowe-mieszkanie-warszawa-wola-ul-mordechaja-anielewicza.jpg
Warszawa Praga-Południe,ul. Podskarbińska,3pok.,59m²,zapytajocenę,,owner,,7,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-podskarbinska-3-pokojowe-c0y6t2,https://s2.adresowa.pl/development/671216/nowe-mieszkania-aleje-praskie-951e_cover.jpg
Warszawa Mokotów,ul. Capri,3pok.,53m²,689 000,12 976,owner,3 dni temu,14,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-capri-3-pokojowe-d9g8c5,https://s2.adresowa.pl/oi/6d/39/3a7340_57fc_cover-3-pokojowe-mieszkanie-warszawa-mokotow-ul-capri.jpg
Warszawa Wola,ul. Szarych Szeregów,4pok.,58m²,1 250 000,21 739,owner,3 dni temu,14,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-szarych-szeregow-4-pokojowe-t3x9t4,https://s2.adresowa.pl/oi/7f/53/3a7222_28e3_cover-4-pokojowe-mieszkanie-warszawa-wola-ul-szarych-szeregow.jpg
Warszawa Bielany,ul. Lisowska,2pok.,44m²,750 000,17 202,owner,3 dni temu,9,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-lisowska-2-pokojowe-s5q8m5,https://s2.adresowa.pl/oi/1b/58/3a7488_2db5_cover-2-pokojowe-mieszkanie-warszawa-bielany-ul-lisowska.jpg
Warszawa Bemowo,ul. Dywizjonu 303,2pok.,40m²,665 000,16 755,owner,3 dni temu,6,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-dywizjonu-303-2-pokojowe-x7y0s7,https://s2.adresowa.pl/oi/1b/1f/3a748c_44f5_cover-2-pokojowe-mieszkanie-warszawa-bemowo-ul-dywizjonu-303.jpg
Warszawa Bemowo,ul. Podgrodzie,3pok.,72m²,zapytajocenę,,owner,,7,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-podgrodzie-3-pokojowe-q6e0m1,https://s2.adresowa.pl/development/671978/nowe-mieszkania-viva-cite-34b9_cover.jpg
Warszawa Białołęka,ul. Podłużna,2pok.,40m²,690 000,17 190,owner,3 dni temu,20,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-podluzna-2-pokojowe-a1z8g0,https://s2.adresowa.pl/oi/64/20/3a713a_dace_cover-2-pokojowe-mieszkanie-warszawa-bialoleka-ul-podluzna.jpg
Warszawa Bielany,ul. Encyklopedyczna,2pok.,56m²,780 000,13 929,owner,3 dni temu,24,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-encyklopedyczna-2-pokojowe-b6y3g5,https://s2.adresowa.pl/oi/28/3d/3a709c_9c59_cover-2-pokojowe-mieszkanie-warszawa-bielany-ul-encyklopedyczna.jpg
Warszawa Białołęka,ul. Płochocińska,2pok.,40m²,599 000,14 975,owner,3 dni temu,1,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-plochocinska-2-pokojowe-q4c5l7,https://s2.adresowa.pl/oi/25/75/3a7480_326a_cover-2-pokojowe-mieszkanie-warszawa-bialoleka-ul-plochocinska.jpg
Warszawa Wilanów,ul. Adama Branickiego,4pok.,110m²,2 490 000,22 636,owner,3 dni temu,19,https://adresowo.pl/o/mieszkanie-warszawa-wilanow-ul-adama-branickiego-4-pokojowe-s5u1a8,https://s2.adresowa.pl/oi/34/32/3a7466_d496_cover-4-pokojowe-mieszkanie-warszawa-wilanow-ul-adama-branickiego.jpg
Warszawa Mokotów,al. gen. Władysława Sikorskiego,3pok.,60m²,zapytajocenę,,owner,,9,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-al-gen-wladyslawa-sikorskiego-3-pokojowe-d8j8q7,https://s2.adresowa.pl/development/671096/nowe-mieszkania-sikorskiego-vita-1bfb_cover.jpg
Warszawa Targówek,ul. Gościeradowska,3pok.,58m²,799 000,13 821,owner,3 dni temu,18,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-goscieradowska-3-pokojowe-i5x7a6,https://s2.adresowa.pl/oi/30/5b/3a7090_58c5_cover-3-pokojowe-mieszkanie-warszawa-targowek-ul-goscieradowska.jpg
Warszawa Praga-Północ,ul. Wileńska,2pok.,38m²,750 000,19 737,owner,3 dni temu,18,https://adresowo.pl/o/mieszkanie-warszawa-praga-polnoc-ul-wilenska-2-pokojowe-h1q6b5,https://s2.adresowa.pl/oi/78/14/3a6ffe_45df_cover-2-pokojowe-mieszkanie-warszawa-praga-polnoc-ul-wilenska.jpg
Warszawa Praga-Południe,ul. Bracławska,2pok.,37m²,619 000,16 730,owner,3 dni temu,8,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-braclawska-2-pokojowe-c8u7g5,https://s2.adresowa.pl/oi/69/28/3a7464_e11d_cover-2-pokojowe-mieszkanie-warszawa-praga-poludnie-ul-braclawska.jpg
Warszawa Praga-Północ,ul. Jagiellońska,3pok.,59m²,1 250 000,21 151,owner,3 dni temu,12,https://adresowo.pl/o/mieszkanie-warszawa-praga-polnoc-ul-jagiellonska-3-pokojowe-m5v6i4,https://s2.adresowa.pl/oi/2a/62/3a7440_52ed_cover-3-pokojowe-mieszkanie-warszawa-praga-polnoc-ul-jagiellonska.jpg
Warszawa Chrzanów,ul. Szeligowska,3pok.,56m²,zapytajocenę,,owner,,7,https://adresowo.pl/o/mieszkanie-warszawa-chrzanow-ul-szeligowska-3-pokojowe-o3o0m4,https://s2.adresowa.pl/development/671218/nowe-mieszkania-bemosphere-9d94_cover.jpg
Warszawa Saska Kępa,ul. Wandy,3pok.,51m²,815 000,15 980,owner,3 dni temu,15,https://adresowo.pl/o/mieszkanie-warszawa-saska-kepa-ul-wandy-3-pokojowe-g2d1i3,https://s2.adresowa.pl/oi/72/11/3a6fdc_34b3_cover-3-pokojowe-mieszkanie-warszawa-saska-kepa-ul-wandy.jpg
Warszawa Ochota,ul. Maszynowa,3pok.,42m²,938 600,22 348,owner,3 dni temu,6,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-maszynowa-3-pokojowe-t9e7n7,https://s2.adresowa.pl/oi/41/3e/3a6f76_cbf1_cover-3-pokojowe-mieszkanie-warszawa-ochota-ul-maszynowa.jpg
Warszawa Mokotów,ul. Antoniego Edwarda Odyńca,1pok.,24m²,510 000,21 250,owner,3 dni temu,10,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-antoniego-edwarda-odynca-1-pokoj-f5w9a6,https://s2.adresowa.pl/oi/50/2c/3a73e2_9562_cover-1-pokojowe-mieszkanie-warszawa-mokotow-ul-antoniego-edwarda-odynca.jpg
Warszawa Rembertów,ul. Grzybowa,2pok.,32m²,550 000,17 028,owner,3 dni temu,9,https://adresowo.pl/o/mieszkanie-warszawa-rembertow-ul-grzybowa-2-pokojowe-l8f9w3,https://s2.adresowa.pl/oi/43/50/3a43b6_cd0d_cover-2-pokojowe-mieszkanie-warszawa-rembertow-ul-grzybowa.jpg
Warszawa Włochy,al. Krakowska,3pok.,67m²,zapytajocenę,,owner,,9,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-al-krakowska-3-pokojowe-b0h2z9,https://s2.adresowa.pl/development/671222/nowe-mieszkania-krakowska-vita-7624_cover.jpg
Warszawa Mokotów,ul. Jana Pawła Woronicza,3pok.,51m²,1 100 000,21 514,owner,4 dni temu,15,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-jana-pawla-woronicza-3-pokojowe-t3e4w3,https://s2.adresowa.pl/oi/6b/1e/3a6a8a_a7c1_cover-3-pokojowe-mieszkanie-warszawa-mokotow-ul-jana-pawla-woronicza.jpg
Warszawa Targówek,ul. Łojewska,3pok.,59m²,840 000,14 189,owner,4 dni temu,9,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-lojewska-3-pokojowe-i5c7f5,https://s2.adresowa.pl/oi/14/10/3a6a54_9495_cover-3-pokojowe-mieszkanie-warszawa-targowek-ul-lojewska.jpg
Warszawa Białołęka,ul. Kartograficzna,2pok.,42m²,610 500,14 536,owner,3 dni temu,22,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-kartograficzna-2-pokojowe-i2q3g9,https://s2.adresowa.pl/oi/11/2d/3a73dc_b479_cover-2-pokojowe-mieszkanie-warszawa-bialoleka-ul-kartograficzna.jpg
Warszawa Mokotów,ul. Kaukaska,2pok.,42m²,700 000,16 667,owner,3 dni temu,16,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-kaukaska-2-pokojowe-i0s5h5,https://s2.adresowa.pl/oi/2d/1f/3a73ce_6760_cover-2-pokojowe-mieszkanie-warszawa-mokotow-ul-kaukaska.jpg
Warszawa Białołęka,ul. Ruskowy Bród,3pok.,64m²,zapytajocenę,,owner,,4,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-ruskowy-brod-3-pokojowe-l3p3n3,https://s2.adresowa.pl/development/672198/nowe-mieszkania-aroniowa-vita-ce2f_cover.jpg
Warszawa Ochota,ul. Aleje Jerozolimskie,2pok.,38m²,720 000,18 947,owner,4 dni temu,2,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-aleje-jerozolimskie-2-pokojowe-w1m4k0,https://s2.adresowa.pl/oi/53/57/3a6a52_c9df_cover-2-pokojowe-mieszkanie-warszawa-ochota-ul-aleje-jerozolimskie.jpg
Warszawa Praga-Południe,al. Jerzego Waszyngtona,3pok.,86m²,1 900 000,22 093,owner,4 dni temu,11,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-al-jerzego-waszyngtona-3-pokojowe-b0d6b1,https://s2.adresowa.pl/oi/50/28/3a6a48_f4fc_cover-3-pokojowe-mieszkanie-warszawa-praga-poludnie-al-jerzego-waszyngtona.jpg
Warszawa Ursus,ul. Orląt Lwowskich,2pok.,48m²,621 780,12 900,owner,3 dni temu,13,https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-orlat-lwowskich-2-pokojowe-q3p9f6,https://s2.adresowa.pl/oi/65/71/3a730a_fdd7_cover-2-pokojowe-mieszkanie-warszawa-ursus-ul-orlat-lwowskich.jpg
Warszawa Mokotów,,1pok.,23m²,489 000,21 261,owner,3 dni temu,4,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-1-pokoj-23-m2-x4z7m3,https://s2.adresowa.pl/oi/6d/46/3a7300_b21f_cover-1-pokojowe-mieszkanie-warszawa-mokotow.jpg
Warszawa Praga-Południe,ul. Drwęcka,3pok.,64m²,zapytajocenę,,owner,,4,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-drwecka-3-pokojowe-z5u5q8,https://s2.adresowa.pl/development/671982/nowe-mieszkania-neo-praga-1e00_cover.jpg
Warszawa Praga,ul. Zachariasza,2pok.,28m²,530 000,18 715,owner,4 dni temu,8,https://adresowo.pl/o/mieszkanie-warszawa-praga-ul-zachariasza-2-pokojowe-t7b3t7,https://s2.adresowa.pl/oi/34/21/3a6a12_8223_cover-2-pokojowe-mieszkanie-warszawa-praga-ul-zachariasza.jpg
Warszawa Białołęka,ul. Myśliborska,3pok.,70m²,1 050 000,15 000,owner,4 dni temu,20,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-mysliborska-3-pokojowe-v7c6j2,https://s2.adresowa.pl/oi/62/22/3a6980_3b8d_cover-3-pokojowe-mieszkanie-warszawa-bialoleka-ul-mysliborska.jpg
Warszawa Mokotów,al. gen. Władysława Sikorskiego,3pok.,81m²,1 615 880,19 900,owner,3 dni temu,5,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-al-gen-wladyslawa-sikorskiego-3-pokojowe-g9f8c3,https://s2.adresowa.pl/oi/5d/26/3a71fc_53e4_cover-3-pokojowe-mieszkanie-warszawa-mokotow-al-gen-wladyslawa-sikorskiego.jpg
Warszawa Bemowo,ul. Szeligowska,2pok.,39m²,795 000,20 178,owner,3 dni temu,8,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-szeligowska-2-pokojowe-i3a8v0,https://s2.adresowa.pl/oi/46/60/3a7010_bd24_cover-2-pokojowe-mieszkanie-warszawa-bemowo-ul-szeligowska.jpg
Warszawa Praga-Południe,ul. Drwęcka,1pok.,29m²,zapytajocenę,,owner,,4,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-drwecka-1-pokoj-b8j8b0,https://s2.adresowa.pl/development/671982/nowe-mieszkania-neo-praga-1e00_cover.jpg
Warszawa Ochota,ul. Aleje Jerozolimskie,1pok.,28m²,480 000,17 455,owner,4 dni temu,11,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-aleje-jerozolimskie-1-pokoj-y0k7o4,https://s2.adresowa.pl/oi/2e/42/3a6954_5f43_cover-1-pokojowe-mieszkanie-warszawa-ochota-ul-aleje-jerozolimskie.jpg
Warszawa Bielany,ul. Marymoncka,2pok.,37m²,599 000,16 189,owner,4 dni temu,20,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-marymoncka-2-pokojowe-t8i7j2,https://s2.adresowa.pl/oi/2a/7d/3a6918_8347_cover-2-pokojowe-mieszkanie-warszawa-bielany-ul-marymoncka.jpg
Warszawa Ulrychów,,2pok.,38m²,700 000,18 431,owner,3 dni temu,16,https://adresowo.pl/o/mieszkanie-warszawa-ulrychow-2-pokojowe-37-m2-k2d0s6,https://s2.adresowa.pl/oi/25/54/3a6fb8_b030_cover-2-pokojowe-mieszkanie-warszawa-ulrychow.jpg
Warszawa Mokotów,ul. Złotych Piasków,2pok.,42m²,559 000,13 470,owner,3 dni temu,11,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-zlotych-piaskow-2-pokojowe-o4v8a8,https://s2.adresowa.pl/oi/46/38/3a6f5a_f920_cover-2-pokojowe-mieszkanie-warszawa-mokotow-ul-zlotych-piaskow.jpg
Warszawa Białołęka,ul. Ruskowy Bród,1pok.,32m²,zapytajocenę,,owner,,4,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-ruskowy-brod-1-pokoj-p6w3h8,https://s2.adresowa.pl/development/672198/nowe-mieszkania-aroniowa-vita-ce2f_cover.jpg
Warszawa Kabaty,ul. Polnej Róży,3pok.,76m²,1 160 000,15 303,owner,4 dni temu,12,https://adresowo.pl/o/mieszkanie-warszawa-kabaty-ul-polnej-rozy-3-pokojowe-s2q8z6,https://s2.adresowa.pl/oi/5c/2d/3a68ee_d6cb_cover-3-pokojowe-mieszkanie-warszawa-kabaty-ul-polnej-rozy.jpg
Warszawa Ursynów,ul. Puławska,3pok.,88m²,1 499 000,17 034,owner,4 dni temu,11,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-pulawska-3-pokojowe-e5x2i2,https://s2.adresowa.pl/oi/70/60/3a68c0_f2b8_cover-3-pokojowe-mieszkanie-warszawa-ursynow-ul-pulawska.jpg
Warszawa Mokotów,ul. Żegiestowska,2pok.,47m²,839 833,17 999,owner,3 dni temu,14,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-zegiestowska-2-pokojowe-b7q6f4,https://s2.adresowa.pl/oi/40/12/3a6fa0_9d15_cover-2-pokojowe-mieszkanie-warszawa-mokotow-ul-zegiestowska.jpg
Warszawa Śródmieście,ul. Nowogrodzka,5pok.,137m²,2 700 000,19 780,owner,3 dni temu,9,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-nowogrodzka-5-pokojowe-y3y0b8,https://s2.adresowa.pl/oi/39/11/3a6f7e_a379_cover-5-pokojowe-mieszkanie-warszawa-srodmiescie-ul-nowogrodzka.jpg
Warszawa Praga-Południe,ul. Podskarbińska,1pok.,33m²,zapytajocenę,,owner,,7,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-podskarbinska-1-pokoj-p0o9v9,https://s2.adresowa.pl/development/671216/nowe-mieszkania-aleje-praskie-951e_cover.jpg
Warszawa Białołęka,ul. Głębocka,2pok.,38m²,530 000,13 947,owner,4 dni temu,13,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-glebocka-2-pokojowe-g5f3y8,https://s2.adresowa.pl/oi/70/59/3a68aa_7532_cover-2-pokojowe-mieszkanie-warszawa-bialoleka-ul-glebocka.jpg
Warszawa Ochota,ul. Stefana Bobrowskiego,2pok.,37m²,635 000,17 397,owner,4 dni temu,16,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-stefana-bobrowskiego-2-pokojowe-o5r7m4,https://s2.adresowa.pl/oi/35/56/3a66b4_bf90_cover-2-pokojowe-mieszkanie-warszawa-ochota-ul-stefana-bobrowskiego.jpg
Warszawa Praga-Północ,ul. Józefa Nusbauma-Hilarowicza,2pok.,31m²,550 000,17 725,owner,3 dni temu,15,https://adresowo.pl/o/mieszkanie-warszawa-praga-polnoc-ul-jozefa-nusbauma-hilarowicza-2-pokojowe-m3h3c3,https://s2.adresowa.pl/oi/11/59/3a6ec0_d2ab_cover-2-pokojowe-mieszkanie-warszawa-praga-polnoc-ul-jozefa-nusbauma-hilarowicza.jpg
Warszawa Ochota,ul. Sanocka,1pok.,20m²,380 000,19 000,owner,3 dni temu,10,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-sanocka-1-pokoj-e8u7v3,https://s2.adresowa.pl/oi/7f/41/3a6e74_ec89_cover-1-pokojowe-mieszkanie-warszawa-ochota-ul-sanocka.jpg
Warszawa Włochy,al. Krakowska,1pok.,34m²,zapytajocenę,,owner,,9,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-al-krakowska-1-pokoj-s7q0b3,https://s2.adresowa.pl/development/671222/nowe-mieszkania-krakowska-vita-7624_cover.jpg
Warszawa Ursus,ul. Herbu Oksza,2pok.,36m²,724 000,20 280,owner,4 dni temu,4,https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-herbu-oksza-2-pokojowe-s4g2h7,https://s2.adresowa.pl/oi/7d/50/3a66a0_84bd_cover-2-pokojowe-mieszkanie-warszawa-ursus-ul-herbu-oksza.jpg
Warszawa Mokotów,ul. Aleja Polski Walczącej,2pok.,37m²,775 000,21 192,owner,4 dni temu,21,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-aleja-polski-walczacej-2-pokojowe-b1b0o9,https://s2.adresowa.pl/oi/70/5d/3a6636_598e_cover-2-pokojowe-mieszkanie-warszawa-mokotow-ul-aleja-polski-walczacej.jpg
Warszawa Bemowo,ul. Widawska,3pok.,63m²,920 000,14 534,owner,3 dni temu,13,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-widawska-3-pokojowe-y5r1r1,https://s2.adresowa.pl/oi/3f/5e/39c2ba_e543_cover-3-pokojowe-mieszkanie-warszawa-bemowo-ul-widawska.jpg
Warszawa Bielany,ul. Gdańska,4pok.,92m²,2 021 800,22 000,owner,3 dni temu,17,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-gdanska-4-pokojowe-s1z4n6,https://s2.adresowa.pl/oi/7d/7c/3a6e48_ec28_cover-4-pokojowe-mieszkanie-warszawa-bielany-ul-gdanska.jpg
Warszawa Rembertów,ul. Stanisława Fiszera,1pok.,29m²,zapytajocenę,,owner,,3,https://adresowo.pl/o/mieszkanie-warszawa-rembertow-ul-stanislawa-fiszera-1-pokoj-e7s8s8,https://s2.adresowa.pl/development/672048/nowe-mieszkania-stacja-rembertow-15f7_cover.jpg
Warszawa Wola,ul. Jana Kazimierza,1pok.,32m²,765 000,24 057,owner,4 dni temu,16,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-jana-kazimierza-1-pokoj-k0l8x9,https://s2.adresowa.pl/oi/14/62/3a65f4_8c6d_cover-1-pokojowe-mieszkanie-warszawa-wola-ul-jana-kazimierza.jpg
Warszawa Tarchomin,ul. Odkryta,2pok.,46m²,640 000,13 913,owner,5 dni temu,10,https://adresowo.pl/o/mieszkanie-warszawa-tarchomin-ul-odkryta-2-pokojowe-k5n2s1,https://s2.adresowa.pl/oi/15/5f/3a614e_c7b9_cover-2-pokojowe-mieszkanie-warszawa-tarchomin-ul-odkryta.jpg
Warszawa Śródmieście,ul. Koźmińska,2pok.,49m²,1 250 000,25 725,owner,3 dni temu,12,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-kozminska-2-pokojowe-v3r1x9,https://s2.adresowa.pl/oi/16/6f/3a6dfc_ec85_cover-2-pokojowe-mieszkanie-warszawa-srodmiescie-ul-kozminska.jpg
Warszawa Rembertów,,1pok.,30m²,630 000,21 000,owner,3 dni temu,19,https://adresowo.pl/o/mieszkanie-warszawa-rembertow-1-pokoj-30-m2-t0l4o6,https://s2.adresowa.pl/oi/5e/2a/3a6dc0_f7ed_cover-1-pokojowe-mieszkanie-warszawa-rembertow.jpg
Warszawa Bemowo,ul. Kopalniana,1pok.,28m²,zapytajocenę,,owner,,4,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-kopalniana-1-pokoj-j4v7k4,https://s2.adresowa.pl/development/671976/nowe-mieszkania-m-bemowo-9308_cover.jpg
Warszawa Wilanów,ul. Sarmacka,3pok.,103m²,2 150 000,20 874,owner,5 dni temu,14,https://adresowo.pl/o/mieszkanie-warszawa-wilanow-ul-sarmacka-3-pokojowe-s8y7x5,https://s2.adresowa.pl/oi/20/73/3a614c_5b93_cover-3-pokojowe-mieszkanie-warszawa-wilanow-ul-sarmacka.jpg
Warszawa Mokotów,ul. Leszczyny,4pok.,117m²,3 000 000,25 685,owner,5 dni temu,26,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-leszczyny-4-pokojowe-v7a5m7,https://s2.adresowa.pl/oi/75/54/3a6148_c2b7_cover-4-pokojowe-mieszkanie-warszawa-mokotow-ul-leszczyny.jpg
Warszawa Bemowo,,4pok.,58m²,874 500,15 000,owner,4 dni temu,8,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-4-pokojowe-58-m2-h5d5b2,https://s2.adresowa.pl/oi/49/47/3a6d8c_82a1_cover-4-pokojowe-mieszkanie-warszawa-bemowo.jpg
Warszawa Praga-Północ,ul. Konopacka,1pok.,26m²,599 000,23 380,owner,4 dni temu,20,https://adresowo.pl/o/mieszkanie-warszawa-praga-polnoc-ul-konopacka-1-pokoj-a8f2b2,https://s2.adresowa.pl/oi/79/29/3a6d2e_7e0a_cover-1-pokojowe-mieszkanie-warszawa-praga-polnoc-ul-konopacka.jpg
Warszawa Bemowo,ul. Podgrodzie,1pok.,45m²,zapytajocenę,,owner,,7,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-podgrodzie-1-pokoj-s4p3w3,https://s2.adresowa.pl/development/671978/nowe-mieszkania-viva-cite-34b9_cover.jpg
Warszawa Praga-Południe,ul. Prochowa,2pok.,44m²,810 000,18 502,owner,5 dni temu,8,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-prochowa-2-pokojowe-x6n7z8,https://s2.adresowa.pl/oi/59/48/3a60e0_5121_cover-2-pokojowe-mieszkanie-warszawa-praga-poludnie-ul-prochowa.jpg
Warszawa Białołęka,,2pok.,41m²,570 000,13 936,owner,5 dni temu,17,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-2-pokojowe-40-m2-g5g7y5,https://s2.adresowa.pl/oi/37/40/3a606c_ecaa_cover-2-pokojowe-mieszkanie-warszawa-bialoleka.jpg
Warszawa Żoliborz,ul. Przasnyska,4pok.,110m²,2 750 000,25 000,owner,4 dni temu,27,https://adresowo.pl/o/mieszkanie-warszawa-zoliborz-ul-przasnyska-4-pokojowe-s2g8l3,https://s2.adresowa.pl/oi/2e/44/3a6c36_5f85_cover-4-pokojowe-mieszkanie-warszawa-zoliborz-ul-przasnyska.jpg
Warszawa Koło,,3pok.,52m²,750 000,14 423,owner,4 dni temu,7,https://adresowo.pl/o/mieszkanie-warszawa-kolo-3-pokojowe-52-m2-u6e8m1,https://s2.adresowa.pl/oi/3f/1d/3a6c30_2b98_cover-3-pokojowe-mieszkanie-warszawa-kolo.jpg
Warszawa Włochy,ul. Trzcinowa,1pok.,32m²,zapytajocenę,,owner,,7,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-trzcinowa-1-pokoj-b0a1k9,https://s2.adresowa.pl/development/671574/nowe-mieszkania-trzcinowa-vita-1475_cover.jpg
Warszawa Śródmieście,al. Jana Pawła II,2pok.,56m²,1 800 000,32 143,owner,5 dni temu,12,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-al-jana-pawla-ii-2-pokojowe-h4c7i6,https://s2.adresowa.pl/oi/5d/4c/3a5f98_34ad_cover-2-pokojowe-mieszkanie-warszawa-srodmiescie-al-jana-pawla-ii.jpg
Warszawa Śródmieście,ul. Poznańska,3pok.,89m²,2 350 000,26 404,owner,5 dni temu,11,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-poznanska-3-pokojowe-p0m3l0,https://s2.adresowa.pl/oi/6c/51/3a5f58_c387_cover-3-pokojowe-mieszkanie-warszawa-srodmiescie-ul-poznanska.jpg
Warszawa Ochota,ul. Białobrzeska,2pok.,46m²,850 000,18 478,owner,4 dni temu,11,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-bialobrzeska-2-pokojowe-h0c5a0,https://s2.adresowa.pl/oi/6e/22/3a6c04_519b_cover-2-pokojowe-mieszkanie-warszawa-ochota-ul-bialobrzeska.jpg
